allocation_id,entry_id,invoice_id,amount_allocated,allocated_date
ALL_INV_C00526_02,ENT_INV_C00526_02_P,INV_C00526_02,99.0,2023-07-03
ALL_INV_C00526_03,ENT_INV_C00526_03_P,INV_C00526_03,99.0,2023-08-03
ALL_INV_C00526_04,ENT_INV_C00526_04_P,INV_C00526_04,99.0,2023-09-03
ALL_INV_C00526_05,ENT_INV_C00526_05_P,INV_C00526_05,99.0,2023-10-03
ALL_INV_C00526_06,ENT_INV_C00526_06_P,INV_C00526_06,99.0,2023-11-03
ALL_INV_C00526_07,ENT_INV_C00526_07_P,INV_C00526_07,99.0,2023-12-03
ALL_INV_C00526_08,ENT_INV_C00526_08_P,INV_C00526_08,99.0,2024-01-03
ALL_INV_C00526_09,ENT_INV_C00526_09_P,INV_C00526_09,99.0,2024-02-03
ALL_INV_C00526_10,ENT_INV_C00526_10_P,INV_C00526_10,99.0,2024-03-03
ALL_INV_C00526_11,ENT_INV_C00526_11_P,INV_C00526_11,99.0,2024-04-03
ALL_INV_C00526_12,ENT_INV_C00526_12_P,INV_C00526_12,99.0,2024-05-03
ALL_INV_C00526_13,ENT_INV_C00526_13_P,INV_C00526_13,99.0,2024-06-03
ALL_INV_C00526_14,ENT_INV_C00526_14_P,INV_C00526_14,99.0,2024-07-03
ALL_INV_C00526_15,ENT_INV_C00526_15_P,INV_C00526_15,99.0,2024-08-03
ALL_INV_C00526_16,ENT_INV_C00526_16_P,INV_C00526_16,99.0,2024-09-03
ALL_INV_C00526_17,ENT_INV_C00526_17_P,INV_C00526_17,99.0,2024-10-03
ALL_INV_C00526_18,ENT_INV_C00526_18_P,INV_C00526_18,99.0,2024-11-03
ALL_INV_C00526_19,ENT_INV_C00526_19_P,INV_C00526_19,99.0,2024-12-03
ALL_INV_C00526_20,ENT_INV_C00526_20_P,INV_C00526_20,99.0,2025-01-03
ALL_INV_C00526_21,ENT_INV_C00526_21_P,INV_C00526_21,99.0,2025-02-03
ALL_INV_C00526_22,ENT_INV_C00526_22_P,INV_C00526_22,99.0,2025-03-03
ALL_INV_C00526_23,ENT_INV_C00526_23_P,INV_C00526_23,99.0,2025-04-03
ALL_INV_C00527_00,ENT_INV_C00527_00_P,INV_C00527_00,89.0,2023-05-31
ALL_INV_C00527_01,ENT_INV_C00527_01_P,INV_C00527_01,89.0,2023-07-01
ALL_INV_C00527_02,ENT_INV_C00527_02_P,INV_C00527_02,89.0,2023-07-31
ALL_INV_C00527_03,ENT_INV_C00527_03_P,INV_C00527_03,89.0,2023-08-31
ALL_INV_C00527_04,ENT_INV_C00527_04_P,INV_C00527_04,89.0,2023-10-01
ALL_INV_C00527_05,ENT_INV_C00527_05_P,INV_C00527_05,89.0,2023-10-31
ALL_INV_C00527_06,ENT_INV_C00527_06_P,INV_C00527_06,89.0,2023-12-01
ALL_INV_C00527_07,ENT_INV_C00527_07_P,INV_C00527_07,89.0,2023-12-31
ALL_INV_C00527_08,ENT_INV_C00527_08_P,INV_C00527_08,89.0,2024-01-31
ALL_INV_C00527_09,ENT_INV_C00527_09_P,INV_C00527_09,89.0,2024-03-02
ALL_INV_C00527_10,ENT_INV_C00527_10_P,INV_C00527_10,89.0,2024-03-31
ALL_INV_C00527_11,ENT_INV_C00527_11_P,INV_C00527_11,89.0,2024-05-01
ALL_INV_C00527_12,ENT_INV_C00527_12_P,INV_C00527_12,89.0,2024-05-31
ALL_INV_C00527_13,ENT_INV_C00527_13_P,INV_C00527_13,89.0,2024-07-01
ALL_INV_C00527_14,ENT_INV_C00527_14_P,INV_C00527_14,89.0,2024-07-31
ALL_INV_C00527_15,ENT_INV_C00527_15_P,INV_C00527_15,89.0,2024-08-31
ALL_INV_C00527_16,ENT_INV_C00527_16_P,INV_C00527_16,89.0,2024-10-01
ALL_INV_C00527_17,ENT_INV_C00527_17_P,INV_C00527_17,89.0,2024-10-31
ALL_INV_C00527_18,ENT_INV_C00527_18_P,INV_C00527_18,89.0,2024-12-01
ALL_INV_C00527_19,ENT_INV_C00527_19_P,INV_C00527_19,89.0,2024-12-31
ALL_INV_C00527_20,ENT_INV_C00527_20_P,INV_C00527_20,89.0,2025-01-31
ALL_INV_C00527_21,ENT_INV_C00527_21_P,INV_C00527_21,89.0,2025-03-03
ALL_INV_C00527_22,ENT_INV_C00527_22_P,INV_C00527_22,89.0,2025-03-31
ALL_INV_C00527_23,ENT_INV_C00527_23_P,INV_C00527_23,89.0,2025-05-01
ALL_INV_C00528_00,ENT_INV_C00528_00_P,INV_C00528_00,75.0,2023-03-09
ALL_INV_C00528_01,ENT_INV_C00528_01_P,INV_C00528_01,75.0,2023-04-09
ALL_INV_C00528_02,ENT_INV_C00528_02_P,INV_C00528_02,75.0,2023-05-09
ALL_INV_C00528_03,ENT_INV_C00528_03_P,INV_C00528_03,75.0,2023-06-09
ALL_INV_C00528_04,ENT_INV_C00528_04_P,INV_C00528_04,75.0,2023-07-09
ALL_INV_C00528_05,ENT_INV_C00528_05_P,INV_C00528_05,75.0,2023-08-09
ALL_INV_C00528_06,ENT_INV_C00528_06_P,INV_C00528_06,75.0,2023-09-09
ALL_INV_C00528_07,ENT_INV_C00528_07_P,INV_C00528_07,75.0,2023-10-09
ALL_INV_C00528_08,ENT_INV_C00528_08_P,INV_C00528_08,75.0,2023-11-09
ALL_INV_C00528_09,ENT_INV_C00528_09_P,INV_C00528_09,75.0,2023-12-09
ALL_INV_C00528_10,ENT_INV_C00528_10_P,INV_C00528_10,75.0,2024-01-09
ALL_INV_C00528_11,ENT_INV_C00528_11_P,INV_C00528_11,75.0,2024-02-09
ALL_INV_C00528_12,ENT_INV_C00528_12_P,INV_C00528_12,75.0,2024-03-09
ALL_INV_C00528_13,ENT_INV_C00528_13_P,INV_C00528_13,75.0,2024-04-09
ALL_INV_C00528_14,ENT_INV_C00528_14_P,INV_C00528_14,75.0,2024-05-09
ALL_INV_C00528_15,ENT_INV_C00528_15_P,INV_C00528_15,75.0,2024-06-09
ALL_INV_C00528_16,ENT_INV_C00528_16_P,INV_C00528_16,75.0,2024-07-09
ALL_INV_C00528_17,ENT_INV_C00528_17_P,INV_C00528_17,75.0,2024-08-09
ALL_INV_C00528_18,ENT_INV_C00528_18_P,INV_C00528_18,75.0,2024-09-09
ALL_INV_C00528_19,ENT_INV_C00528_19_P,INV_C00528_19,75.0,2024-10-09
ALL_INV_C00528_20,ENT_INV_C00528_20_P,INV_C00528_20,75.0,2024-11-09
ALL_INV_C00528_21,ENT_INV_C00528_21_P,INV_C00528_21,75.0,2024-12-09
ALL_INV_C00528_22,ENT_INV_C00528_22_P,INV_C00528_22,75.0,2025-01-09
ALL_INV_C00528_23,ENT_INV_C00528_23_P,INV_C00528_23,75.0,2025-02-09
ALL_INV_C00529_00,ENT_INV_C00529_00_P,INV_C00529_00,129.0,2023-02-04
ALL_INV_C00529_01,ENT_INV_C00529_01_P,INV_C00529_01,129.0,2023-03-04
ALL_INV_C00529_02,ENT_INV_C00529_02_P,INV_C00529_02,129.0,2023-04-04
ALL_INV_C00529_03,ENT_INV_C00529_03_P,INV_C00529_03,129.0,2023-05-04
ALL_INV_C00529_04,ENT_INV_C00529_04_P,INV_C00529_04,129.0,2023-06-04
ALL_INV_C00529_05,ENT_INV_C00529_05_P,INV_C00529_05,129.0,2023-07-04
ALL_INV_C00529_06,ENT_INV_C00529_06_P,INV_C00529_06,129.0,2023-08-04
ALL_INV_C00529_07,ENT_INV_C00529_07_P,INV_C00529_07,129.0,2023-09-04
ALL_INV_C00529_08,ENT_INV_C00529_08_P,INV_C00529_08,129.0,2023-10-04
ALL_INV_C00529_09,ENT_INV_C00529_09_P,INV_C00529_09,129.0,2023-11-04
ALL_INV_C00529_10,ENT_INV_C00529_10_P,INV_C00529_10,129.0,2023-12-04
ALL_INV_C00529_11,ENT_INV_C00529_11_P,INV_C00529_11,129.0,2024-01-04
ALL_INV_C00529_12,ENT_INV_C00529_12_P,INV_C00529_12,129.0,2024-02-04
ALL_INV_C00529_13,ENT_INV_C00529_13_P,INV_C00529_13,129.0,2024-03-04
ALL_INV_C00529_14,ENT_INV_C00529_14_P,INV_C00529_14,129.0,2024-04-04
ALL_INV_C00529_15,ENT_INV_C00529_15_P,INV_C00529_15,129.0,2024-05-04
ALL_INV_C00529_16,ENT_INV_C00529_16_P,INV_C00529_16,129.0,2024-06-04
ALL_INV_C00529_17,ENT_INV_C00529_17_P,INV_C00529_17,129.0,2024-07-04
ALL_INV_C00529_18,ENT_INV_C00529_18_P,INV_C00529_18,129.0,2024-08-04
ALL_INV_C00529_19,ENT_INV_C00529_19_P,INV_C00529_19,129.0,2024-09-04
ALL_INV_C00529_20,ENT_INV_C00529_20_P,INV_C00529_20,129.0,2024-10-04
ALL_INV_C00529_21,ENT_INV_C00529_21_P,INV_C00529_21,129.0,2024-11-04
ALL_INV_C00529_22,ENT_INV_C00529_22_P,INV_C00529_22,129.0,2024-12-04
ALL_INV_C00529_23,ENT_INV_C00529_23_P,INV_C00529_23,129.0,2025-01-04
ALL_INV_C00530_00,ENT_INV_C00530_00_P,INV_C00530_00,59.0,2023-05-14
ALL_INV_C00530_01,ENT_INV_C00530_01_P,INV_C00530_01,59.0,2023-06-14
ALL_INV_C00530_02,ENT_INV_C00530_02_P,INV_C00530_02,59.0,2023-07-14
ALL_INV_C00530_03,ENT_INV_C00530_03_P,INV_C00530_03,59.0,2023-08-14
ALL_INV_C00530_04,ENT_INV_C00530_04_P,INV_C00530_04,59.0,2023-09-14
ALL_INV_C00530_05,ENT_INV_C00530_05_P,INV_C00530_05,59.0,2023-10-14
ALL_INV_C00530_06,ENT_INV_C00530_06_P,INV_C00530_06,59.0,2023-11-14
ALL_INV_C00530_07,ENT_INV_C00530_07_P,INV_C00530_07,59.0,2023-12-14
ALL_INV_C00530_08,ENT_INV_C00530_08_P,INV_C00530_08,59.0,2024-01-14
ALL_INV_C00530_09,ENT_INV_C00530_09_P,INV_C00530_09,59.0,2024-02-14
ALL_INV_C00530_10,ENT_INV_C00530_10_P,INV_C00530_10,59.0,2024-03-14
ALL_INV_C00530_11,ENT_INV_C00530_11_P,INV_C00530_11,59.0,2024-04-14
ALL_INV_C00530_12,ENT_INV_C00530_12_P,INV_C00530_12,59.0,2024-05-14
ALL_INV_C00530_13,ENT_INV_C00530_13_P,INV_C00530_13,59.0,2024-06-14
ALL_INV_C00530_14,ENT_INV_C00530_14_P,INV_C00530_14,59.0,2024-07-14
ALL_INV_C00530_15,ENT_INV_C00530_15_P,INV_C00530_15,59.0,2024-08-14
ALL_INV_C00530_16,ENT_INV_C00530_16_P,INV_C00530_16,59.0,2024-09-14
ALL_INV_C00530_17,ENT_INV_C00530_17_P,INV_C00530_17,59.0,2024-10-14
ALL_INV_C00530_18,ENT_INV_C00530_18_P,INV_C00530_18,59.0,2024-11-14
ALL_INV_C00530_19,ENT_INV_C00530_19_P,INV_C00530_19,59.0,2024-12-14
ALL_INV_C00530_20,ENT_INV_C00530_20_P,INV_C00530_20,59.0,2025-01-14
ALL_INV_C00530_21,ENT_INV_C00530_21_P,INV_C00530_21,59.0,2025-02-14
ALL_INV_C00530_22,ENT_INV_C00530_22_P,INV_C00530_22,59.0,2025-03-14
ALL_INV_C00530_23,ENT_INV_C00530_23_P,INV_C00530_23,59.0,2025-04-14
ALL_INV_C00531_00,ENT_INV_C00531_00_P,INV_C00531_00,99.0,2023-02-21
ALL_INV_C00531_01,ENT_INV_C00531_01_P,INV_C00531_01,99.0,2023-03-21
ALL_INV_C00531_02,ENT_INV_C00531_02_P,INV_C00531_02,99.0,2023-04-21
ALL_INV_C00531_03,ENT_INV_C00531_03_P,INV_C00531_03,99.0,2023-05-21
ALL_INV_C00531_04,ENT_INV_C00531_04_P,INV_C00531_04,99.0,2023-06-21
ALL_INV_C00531_05,ENT_INV_C00531_05_P,INV_C00531_05,99.0,2023-07-21
ALL_INV_C00531_06,ENT_INV_C00531_06_P,INV_C00531_06,99.0,2023-08-21
ALL_INV_C00531_07,ENT_INV_C00531_07_P,INV_C00531_07,99.0,2023-09-21
ALL_INV_C00531_08,ENT_INV_C00531_08_P,INV_C00531_08,99.0,2023-10-21
ALL_INV_C00531_09,ENT_INV_C00531_09_P,INV_C00531_09,99.0,2023-11-21
ALL_INV_C00531_10,ENT_INV_C00531_10_P,INV_C00531_10,99.0,2023-12-21
ALL_INV_C00531_11,ENT_INV_C00531_11_P,INV_C00531_11,99.0,2024-01-21
ALL_INV_C00531_12,ENT_INV_C00531_12_P,INV_C00531_12,99.0,2024-02-21
ALL_INV_C00531_13,ENT_INV_C00531_13_P,INV_C00531_13,99.0,2024-03-21
ALL_INV_C00531_14,ENT_INV_C00531_14_P,INV_C00531_14,99.0,2024-04-21
ALL_INV_C00531_15,ENT_INV_C00531_15_P,INV_C00531_15,99.0,2024-05-21
ALL_INV_C00531_16,ENT_INV_C00531_16_P,INV_C00531_16,99.0,2024-06-21
ALL_INV_C00531_17,ENT_INV_C00531_17_P,INV_C00531_17,99.0,2024-07-21
ALL_INV_C00531_18,ENT_INV_C00531_18_P,INV_C00531_18,99.0,2024-08-21
ALL_INV_C00531_19,ENT_INV_C00531_19_P,INV_C00531_19,99.0,2024-09-21
ALL_INV_C00531_20,ENT_INV_C00531_20_P,INV_C00531_20,99.0,2024-10-21
ALL_INV_C00531_21,ENT_INV_C00531_21_P,INV_C00531_21,99.0,2024-11-21
ALL_INV_C00531_22,ENT_INV_C00531_22_P,INV_C00531_22,99.0,2024-12-21
ALL_INV_C00531_23,ENT_INV_C00531_23_P,INV_C00531_23,99.0,2025-01-21
ALL_INV_C00532_00,ENT_INV_C00532_00_P,INV_C00532_00,59.0,2023-05-02
ALL_INV_C00532_01,ENT_INV_C00532_01_P,INV_C00532_01,59.0,2023-06-01
ALL_INV_C00532_02,ENT_INV_C00532_02_P,INV_C00532_02,59.0,2023-07-02
ALL_INV_C00532_03,ENT_INV_C00532_03_P,INV_C00532_03,59.0,2023-08-01
ALL_INV_C00532_04,ENT_INV_C00532_04_P,INV_C00532_04,59.0,2023-09-01
ALL_INV_C00532_05,ENT_INV_C00532_05_P,INV_C00532_05,59.0,2023-10-02
ALL_INV_C00532_06,ENT_INV_C00532_06_P,INV_C00532_06,59.0,2023-11-01
ALL_INV_C00532_07,ENT_INV_C00532_07_P,INV_C00532_07,59.0,2023-12-02
ALL_INV_C00532_08,ENT_INV_C00532_08_P,INV_C00532_08,59.0,2024-01-01
ALL_INV_C00532_09,ENT_INV_C00532_09_P,INV_C00532_09,59.0,2024-02-01
ALL_INV_C00532_10,ENT_INV_C00532_10_P,INV_C00532_10,59.0,2024-03-03
ALL_INV_C00532_11,ENT_INV_C00532_11_P,INV_C00532_11,59.0,2024-04-01
ALL_INV_C00532_12,ENT_INV_C00532_12_P,INV_C00532_12,59.0,2024-05-02
ALL_INV_C00532_13,ENT_INV_C00532_13_P,INV_C00532_13,59.0,2024-06-01
ALL_INV_C00532_14,ENT_INV_C00532_14_P,INV_C00532_14,59.0,2024-07-02
ALL_INV_C00532_15,ENT_INV_C00532_15_P,INV_C00532_15,59.0,2024-08-01
ALL_INV_C00532_16,ENT_INV_C00532_16_P,INV_C00532_16,59.0,2024-09-01
ALL_INV_C00532_17,ENT_INV_C00532_17_P,INV_C00532_17,59.0,2024-10-02
ALL_INV_C00532_18,ENT_INV_C00532_18_P,INV_C00532_18,59.0,2024-11-01
ALL_INV_C00532_19,ENT_INV_C00532_19_P,INV_C00532_19,59.0,2024-12-02
ALL_INV_C00532_20,ENT_INV_C00532_20_P,INV_C00532_20,59.0,2025-01-01
ALL_INV_C00532_21,ENT_INV_C00532_21_P,INV_C00532_21,59.0,2025-02-01
ALL_INV_C00532_22,ENT_INV_C00532_22_P,INV_C00532_22,59.0,2025-03-03
ALL_INV_C00532_23,ENT_INV_C00532_23_P,INV_C00532_23,59.0,2025-04-01
ALL_INV_C00533_00,ENT_INV_C00533_00_P,INV_C00533_00,89.0,2023-06-10
ALL_INV_C00533_01,ENT_INV_C00533_01_P,INV_C00533_01,89.0,2023-07-10
ALL_INV_C00533_02,ENT_INV_C00533_02_P,INV_C00533_02,89.0,2023-08-10
ALL_INV_C00533_03,ENT_INV_C00533_03_P,INV_C00533_03,89.0,2023-09-10
ALL_INV_C00533_04,ENT_INV_C00533_04_P,INV_C00533_04,89.0,2023-10-10
ALL_INV_C00533_05,ENT_INV_C00533_05_P,INV_C00533_05,89.0,2023-11-10
ALL_INV_C00533_06,ENT_INV_C00533_06_P,INV_C00533_06,89.0,2023-12-10
ALL_INV_C00533_07,ENT_INV_C00533_07_P,INV_C00533_07,89.0,2024-01-10
ALL_INV_C00533_08,ENT_INV_C00533_08_P,INV_C00533_08,89.0,2024-02-10
ALL_INV_C00533_09,ENT_INV_C00533_09_P,INV_C00533_09,89.0,2024-03-10
ALL_INV_C00533_10,ENT_INV_C00533_10_P,INV_C00533_10,89.0,2024-04-10
ALL_INV_C00533_11,ENT_INV_C00533_11_P,INV_C00533_11,89.0,2024-05-10
ALL_INV_C00533_12,ENT_INV_C00533_12_P,INV_C00533_12,89.0,2024-06-10
ALL_INV_C00533_13,ENT_INV_C00533_13_P,INV_C00533_13,89.0,2024-07-10
ALL_INV_C00533_14,ENT_INV_C00533_14_P,INV_C00533_14,89.0,2024-08-10
ALL_INV_C00533_15,ENT_INV_C00533_15_P,INV_C00533_15,89.0,2024-09-10
ALL_INV_C00533_16,ENT_INV_C00533_16_P,INV_C00533_16,89.0,2024-10-10
ALL_INV_C00533_17,ENT_INV_C00533_17_P,INV_C00533_17,89.0,2024-11-10
ALL_INV_C00533_18,ENT_INV_C00533_18_P,INV_C00533_18,89.0,2024-12-10
ALL_INV_C00533_19,ENT_INV_C00533_19_P,INV_C00533_19,89.0,2025-01-10
ALL_INV_C00533_20,ENT_INV_C00533_20_P,INV_C00533_20,89.0,2025-02-10
ALL_INV_C00533_21,ENT_INV_C00533_21_P,INV_C00533_21,89.0,2025-03-10
ALL_INV_C00533_22,ENT_INV_C00533_22_P,INV_C00533_22,89.0,2025-04-10
ALL_INV_C00533_23,ENT_INV_C00533_23_P,INV_C00533_23,89.0,2025-05-10
ALL_INV_C00534_00,ENT_INV_C00534_00_P,INV_C00534_00,75.0,2023-03-20
ALL_INV_C00534_01,ENT_INV_C00534_01_P,INV_C00534_01,75.0,2023-04-20
ALL_INV_C00534_02,ENT_INV_C00534_02_P,INV_C00534_02,75.0,2023-05-20
ALL_INV_C00534_03,ENT_INV_C00534_03_P,INV_C00534_03,75.0,2023-06-20
ALL_INV_C00534_04,ENT_INV_C00534_04_P,INV_C00534_04,75.0,2023-07-20
ALL_INV_C00534_05,ENT_INV_C00534_05_P,INV_C00534_05,75.0,2023-08-20
ALL_INV_C00534_06,ENT_INV_C00534_06_P,INV_C00534_06,75.0,2023-09-20
ALL_INV_C00534_07,ENT_INV_C00534_07_P,INV_C00534_07,75.0,2023-10-20
ALL_INV_C00534_08,ENT_INV_C00534_08_P,INV_C00534_08,75.0,2023-11-20
ALL_INV_C00534_09,ENT_INV_C00534_09_P,INV_C00534_09,75.0,2023-12-20
ALL_INV_C00534_10,ENT_INV_C00534_10_P,INV_C00534_10,75.0,2024-01-20
ALL_INV_C00534_11,ENT_INV_C00534_11_P,INV_C00534_11,75.0,2024-02-20
ALL_INV_C00534_12,ENT_INV_C00534_12_P,INV_C00534_12,75.0,2024-03-20
ALL_INV_C00534_13,ENT_INV_C00534_13_P,INV_C00534_13,75.0,2024-04-20
ALL_INV_C00534_14,ENT_INV_C00534_14_P,INV_C00534_14,75.0,2024-05-20
ALL_INV_C00534_15,ENT_INV_C00534_15_P,INV_C00534_15,75.0,2024-06-20
ALL_INV_C00534_16,ENT_INV_C00534_16_P,INV_C00534_16,75.0,2024-07-20
ALL_INV_C00534_17,ENT_INV_C00534_17_P,INV_C00534_17,75.0,2024-08-20
ALL_INV_C00534_18,ENT_INV_C00534_18_P,INV_C00534_18,75.0,2024-09-20
ALL_INV_C00534_19,ENT_INV_C00534_19_P,INV_C00534_19,75.0,2024-10-20
ALL_INV_C00534_20,ENT_INV_C00534_20_P,INV_C00534_20,75.0,2024-11-20
ALL_INV_C00534_21,ENT_INV_C00534_21_P,INV_C00534_21,75.0,2024-12-20
ALL_INV_C00534_22,ENT_INV_C00534_22_P,INV_C00534_22,75.0,2025-01-20
ALL_INV_C00534_23,ENT_INV_C00534_23_P,INV_C00534_23,75.0,2025-02-20
ALL_INV_C00535_00,ENT_INV_C00535_00_P,INV_C00535_00,129.0,2023-03-31
ALL_INV_C00535_01,ENT_INV_C00535_01_P,INV_C00535_01,129.0,2023-05-01
ALL_INV_C00535_02,ENT_INV_C00535_02_P,INV_C00535_02,129.0,2023-05-31
ALL_INV_C00535_03,ENT_INV_C00535_03_P,INV_C00535_03,129.0,2023-07-01
ALL_INV_C00535_04,ENT_INV_C00535_04_P,INV_C00535_04,129.0,2023-07-31
ALL_INV_C00535_05,ENT_INV_C00535_05_P,INV_C00535_05,129.0,2023-08-31
ALL_INV_C00535_06,ENT_INV_C00535_06_P,INV_C00535_06,129.0,2023-10-01
ALL_INV_C00535_07,ENT_INV_C00535_07_P,INV_C00535_07,129.0,2023-10-31
ALL_INV_C00535_08,ENT_INV_C00535_08_P,INV_C00535_08,129.0,2023-12-01
ALL_INV_C00535_09,ENT_INV_C00535_09_P,INV_C00535_09,129.0,2023-12-31
ALL_INV_C00535_10,ENT_INV_C00535_10_P,INV_C00535_10,129.0,2024-01-31
ALL_INV_C00535_11,ENT_INV_C00535_11_P,INV_C00535_11,129.0,2024-03-02
ALL_INV_C00535_12,ENT_INV_C00535_12_P,INV_C00535_12,129.0,2024-03-31
ALL_INV_C00535_13,ENT_INV_C00535_13_P,INV_C00535_13,129.0,2024-05-01
ALL_INV_C00535_14,ENT_INV_C00535_14_P,INV_C00535_14,129.0,2024-05-31
ALL_INV_C00535_15,ENT_INV_C00535_15_P,INV_C00535_15,129.0,2024-07-01
ALL_INV_C00535_16,ENT_INV_C00535_16_P,INV_C00535_16,129.0,2024-07-31
ALL_INV_C00535_17,ENT_INV_C00535_17_P,INV_C00535_17,129.0,2024-08-31
ALL_INV_C00535_18,ENT_INV_C00535_18_P,INV_C00535_18,129.0,2024-10-01
ALL_INV_C00535_19,ENT_INV_C00535_19_P,INV_C00535_19,129.0,2024-10-31
ALL_INV_C00535_20,ENT_INV_C00535_20_P,INV_C00535_20,129.0,2024-12-01
ALL_INV_C00535_21,ENT_INV_C00535_21_P,INV_C00535_21,129.0,2024-12-31
ALL_INV_C00535_22,ENT_INV_C00535_22_P,INV_C00535_22,129.0,2025-01-31
ALL_INV_C00535_23,ENT_INV_C00535_23_P,INV_C00535_23,129.0,2025-03-03
ALL_INV_C00536_00,ENT_INV_C00536_00_P,INV_C00536_00,75.0,2023-03-18
ALL_INV_C00536_01,ENT_INV_C00536_01_P,INV_C00536_01,75.0,2023-04-18
ALL_INV_C00536_02,ENT_INV_C00536_02_P,INV_C00536_02,75.0,2023-05-18
ALL_INV_C00536_03,ENT_INV_C00536_03_P,INV_C00536_03,75.0,2023-06-18
ALL_INV_C00536_04,ENT_INV_C00536_04_P,INV_C00536_04,75.0,2023-07-18
ALL_INV_C00536_05,ENT_INV_C00536_05_P,INV_C00536_05,75.0,2023-08-18
ALL_INV_C00536_06,ENT_INV_C00536_06_P,INV_C00536_06,75.0,2023-09-18
ALL_INV_C00536_07,ENT_INV_C00536_07_P,INV_C00536_07,75.0,2023-10-18
ALL_INV_C00536_08,ENT_INV_C00536_08_P,INV_C00536_08,75.0,2023-11-18
ALL_INV_C00536_09,ENT_INV_C00536_09_P,INV_C00536_09,75.0,2023-12-18
ALL_INV_C00536_10,ENT_INV_C00536_10_P,INV_C00536_11,75.0,2024-01-18
ALL_INV_C00536_11,ENT_INV_C00536_11_P,INV_C00536_11,75.0,2024-02-18
ALL_INV_C00536_12,ENT_INV_C00536_12_P,INV_C00536_12,75.0,2024-03-18
ALL_INV_C00536_13,ENT_INV_C00536_13_P,INV_C00536_13,75.0,2024-04-18
ALL_INV_C00536_14,ENT_INV_C00536_14_P,INV_C00536_14,75.0,2024-05-18
ALL_INV_C00536_15,ENT_INV_C00536_15_P,INV_C00536_15,75.0,2024-06-18
ALL_INV_C00536_16,ENT_INV_C00536_16_P,INV_C00536_16,75.0,2024-07-18
ALL_INV_C00536_17,ENT_INV_C00536_17_P,INV_C00536_17,75.0,2024-08-18
ALL_INV_C00536_18,ENT_INV_C00536_18_P,INV_C00536_18,75.0,2024-09-18
ALL_INV_C00536_19,ENT_INV_C00536_19_P,INV_C00536_19,75.0,2024-10-18
ALL_INV_C00536_20,ENT_INV_C00536_20_P,INV_C00536_20,75.0,2024-11-18
ALL_INV_C00536_21,ENT_INV_C00536_21_P,INV_C00536_21,75.0,2024-12-18
ALL_INV_C00536_22,ENT_INV_C00536_22_P,INV_C00536_22,75.0,2025-01-18
ALL_INV_C00536_23,ENT_INV_C00536_23_P,INV_C00536_23,75.0,2025-02-18
ALL_INV_C00537_00,ENT_INV_C00537_00_P,INV_C00537_00,99.0,2023-06-16
ALL_INV_C00537_01,ENT_INV_C00537_01_P,INV_C00537_01,99.0,2023-07-16
ALL_INV_C00537_02,ENT_INV_C00537_02_P,INV_C00537_02,99.0,2023-08-16
ALL_INV_C00537_03,ENT_INV_C00537_03_P,INV_C00537_03,99.0,2023-09-16
ALL_INV_C00537_04,ENT_INV_C00537_04_P,INV_C00537_04,99.0,2023-10-16
ALL_INV_C00537_05,ENT_INV_C00537_05_P,INV_C00537_05,99.0,2023-11-16
ALL_INV_C00537_06,ENT_INV_C00537_06_P,INV_C00537_06,99.0,2023-12-16
ALL_INV_C00537_07,ENT_INV_C00537_07_P,INV_C00537_07,99.0,2024-01-16
ALL_INV_C00537_08,ENT_INV_C00537_08_P,INV_C00537_08,99.0,2024-02-16
ALL_INV_C00537_09,ENT_INV_C00537_09_P,INV_C00537_09,99.0,2024-03-16
ALL_INV_C00537_10,ENT_INV_C00537_10_P,INV_C00537_10,99.0,2024-04-16
ALL_INV_C00537_11,ENT_INV_C00537_11_P,INV_C00537_11,99.0,2024-05-16
ALL_INV_C00537_12,ENT_INV_C00537_12_P,INV_C00537_12,99.0,2024-06-16
ALL_INV_C00537_13,ENT_INV_C00537_13_P,INV_C00537_13,99.0,2024-07-16
ALL_INV_C00537_14,ENT_INV_C00537_14_P,INV_C00537_14,99.0,2024-08-16
ALL_INV_C00537_15,ENT_INV_C00537_15_P,INV_C00537_15,99.0,2024-09-16
ALL_INV_C00537_16,ENT_INV_C00537_16_P,INV_C00537_16,99.0,2024-10-16
ALL_INV_C00537_17,ENT_INV_C00537_17_P,INV_C00537_17,99.0,2024-11-16
ALL_INV_C00537_18,ENT_INV_C00537_18_P,INV_C00537_18,99.0,2024-12-16
ALL_INV_C00537_19,ENT_INV_C00537_19_P,INV_C00537_19,99.0,2025-01-16
ALL_INV_C00537_20,ENT_INV_C00537_20_P,INV_C00537_20,99.0,2025-02-16
ALL_INV_C00537_21,ENT_INV_C00537_21_P,INV_C00537_21,99.0,2025-03-16
ALL_INV_C00537_22,ENT_INV_C00537_22_P,INV_C00537_22,99.0,2025-04-16
ALL_INV_C00537_23,ENT_INV_C00537_23_P,INV_C00537_23,99.0,2025-05-16
ALL_INV_C00538_00,ENT_INV_C00538_00_P,INV_C00538_00,59.0,2023-05-25
ALL_INV_C00538_01,ENT_INV_C00538_01_P,INV_C00538_01,59.0,2023-06-25
ALL_INV_C00538_02,ENT_INV_C00538_02_P,INV_C00538_02,59.0,2023-07-25
ALL_INV_C00538_03,ENT_INV_C00538_03_P,INV_C00538_03,59.0,2023-08-25
ALL_INV_C00538_04,ENT_INV_C00538_04_P,INV_C00538_04,59.0,2023-09-25
